t,segment,X,Y,psi,vx,delta,ax,Xd,Yd,Xdd,Ydd,kappa
1.280000000000000027e+00,0.000000000000000000e+00,-7.139558005100452576e-01,-1.780083963232305388e-02,3.164127318663616073e+00,1.164411320272429329e+00,-2.859082917423358405e-03,2.999999999999999889e-01,-1.164115682269275975e+00,-2.623739837178860543e-02,-5.967021414009060498e-01,1.624100620479464749e-03,-1.111405522968008167e-02
1.300000000000000044e+00,0.000000000000000000e+00,-7.373554728284344995e-01,-1.832515874501488770e-02,3.163863475492309618e+00,1.176043781088795370e+00,-2.940999033522879048e-03,2.999999999999999889e-01,-1.175752140455008865e+00,-2.618929653685784717e-02,-5.668799609288143193e-01,3.188985428347994745e-03,-1.143248790250105812e-02
1.320000000000000062e+00,0.000000000000000000e+00,-7.609818849418639175e-01,-1.884820170637738559e-02,3.163589426823393058e+00,1.187075619297368601e+00,-3.025686464487727882e-03,2.999999999999999889e-01,-1.186788442840130964e+00,-2.610972752305539338e-02,-5.366921005120866006e-01,4.770584976109621539e-03,-1.176169367418757050e-02
1.340000000000000080e+00,0.000000000000000000e+00,-7.848229628140007685e-01,-1.936933592329774870e-02,3.163304901507556721e+00,1.197499860803328486e+00,-3.113394781275720998e-03,2.999999999999999889e-01,-1.197217608176086356e+00,-2.599837104747572750e-02,-5.061717951844465491e-01,6.367498074529860663e-03,-1.210264272469935981e-02
1.360000000000000098e+00,0.000000000000000000e+00,-8.088664994305490019e-01,-1.988792267724292032e-02,3.163009611352285422e+00,1.207310197522228457e+00,-3.204378981806315415e-03,2.999999999999999889e-01,-1.207033319914994296e+00,-2.585493485099803895e-02,-4.753522799796210396e-01,7.978323534374149803e-03,-1.245632633399491526e-02
1.380000000000000115e+00,0.000000000000000000e+00,-8.331001680932609288e-01,-2.040331768473526916e-02,3.162703250632887375e+00,1.216500987420045421e+00,-3.298900975853770196e-03,2.999999999999999889e-01,-1.216229926209648537e+00,-2.567915469828617805e-02,-4.442667899313338942e-01,9.601660166408013813e-03,-1.282376265477736497e-02
1.400000000000000133e+00,0.000000000000000000e+00,-8.575115357139517780e-01,-2.091487165782828644e-02,3.162385495554877579e+00,1.225067254555576746e+00,-3.397231045974088374e-03,2.999999999999999889e-01,-1.224802439913516228e+00,-2.547079437778868027e-02,-4.129485600733094341e-01,1.123610678139697061e-02,-1.320600239216602155e-02
1.419999999999999929e+00,0.000000000000000000e+00,-8.820880761085124755e-01,-2.142193086458228299e-02,3.162056003667728099e+00,1.233004689125321907e+00,-3.499649298934568581e-03,2.999999999999999889e-01,-1.232746538580740348e+00,-2.522964570173882176e-02,-3.814308254392743680e-01,1.288026219010644097e-02,-1.360413444655227296e-02
1.439999999999999947e+00,0.000000000000000000e+00,-9.068171832909244223e-01,-2.192383768954010020e-02,3.161714413229836040e+00,1.240309647510992264e+00,-3.606447120824474162e-03,2.999999999999999889e-01,-1.240058564466138602e+00,-2.495552850615453261e-02,-3.497468210629521290e-01,1.453272520330198617e-02,-1.401929157088525370e-02
1.459999999999999964e+00,0.000000000000000000e+00,-9.316861847672713859e-01,-2.241993119420275515e-02,3.161360342524484501e+00,1.246979152329796392e+00,-3.717928647951628668e-03,2.999999999999999889e-01,-1.246735524525201644e+00,-2.464829065083840726e-02,-3.179297819780683154e-01,1.619209463174906688e-02,-1.445265608946203796e-02
1.479999999999999982e+00,0.000000000000000000e+00,-9.566823548297535007e-01,-2.290954767750516541e-02,3.160993389126473208e+00,1.253010892487671946e+00,-3.834412264730786921e-03,2.856017726454105343e-01,-1.252775090414095516e+00,-2.430780801937777735e-02,-2.860129432183471376e-01,1.785696928621319929e-02,-1.490546572180615793e-02
1.500000000000000000e+00,0.000000000000000000e+00,-9.817929278507017132e-01,-2.339202123629187044e-02,3.160613129119071996e+00,1.258403223235612822e+00,-3.956232139008886498e-03,2.536068435400125054e-01,-1.258175598489661207e+00,-2.393398451914465624e-02,-2.540295398175150821e-01,1.952594797745983018e-02,-1.537901955226521171e-02
1.520000000000000018e+00,0.000000000000000000e+00,-1.007005111576590117e+00,-2.386668432579267668e-02,3.160219116260938765e+00,1.263155166229272375e+00,-4.083739804615803097e-03,2.215796589099809921e-01,-1.262936049809413763e+00,-2.352675208129573203e-02,-2.220128068092954710e-01,2.119762951625450698e-02,-1.587468418341148740e-02
1.540000000000000036e+00,0.000000000000000000e+00,-1.032306100422049511e+00,-2.433286832009836156e-02,3.159810881102669722e+00,1.267266409592012089e+00,-4.217305800346483717e-03,1.895535438077331492e-01,-1.267056110131542290e+00,-2.308607066077239534e-02,-1.899959792274148740e-01,2.287061271336264523e-02,-1.639390010907003717e-02
1.560000000000000053e+00,0.000000000000000000e+00,-1.057683088763882173e+00,-2.478990407263640533e-02,3.159387930052733662e+00,1.270737307981581798e+00,-4.357321374040921437e-03,1.575618267150176166e-01,-1.270536109914910616e+00,-2.261192823630071153e-02,-1.580122921055962248e-01,2.454349637954983052e-02,-1.693818834070886029e-02
1.580000000000000071e+00,0.000000000000000000e+00,-1.083123284235073536e+00,-2.523712247664663955e-02,3.158949744392657077e+00,1.273568882660612855e+00,-4.504200259902324359e-03,1.256378397381681111e-01,-1.273377044319057960e+00,-2.210434081039142767e-02,-1.260949804775658989e-01,2.621487932558150963e-02,-1.750915731888898902e-02
1.600000000000000089e+00,0.000000000000000000e+00,-1.108613921018806403e+00,-2.567385502565694422e-02,3.158495779241507151e+00,1.275762821571108541e+00,-4.658380536650464677e-03,9.381491881290671131e-02,-1.275580573204196710e+00,-2.156335240934003847e-02,-9.427727937704924455e-02,2.788336036222313283e-02,-1.810851013936985027e-02
1.620000000000000107e+00,0.000000000000000000e+00,-1.134142273142475510e+00,-2.609943437395898305e-02,3.158025462469957745e+00,1.277321479413129124e+00,-4.820326573512588759e-03,6.212640391856183442e-02,-1.277149021131214646e+00,-2.098903508322666825e-02,-6.259242383776975061e-02,2.954753830024026487e-02,-1.873805212116560689e-02
1.640000000000000124e+00,0.000000000000000000e+00,-1.159695667771700078e+00,-2.651319489708385546e-02,3.157538193564529472e+00,1.278247877727850979e+00,-4.990531070373077464e-03,3.060563930156234846e-02,-1.278085377361674047e+00,-2.038148890591615428e-02,-3.107364889345311937e-02,3.120601195039836989e-02,-1.939969874121385759e-02
1.660000000000000142e+00,0.000000000000000000e+00,-1.185261498504336153e+00,-2.691447325227780407e-02,3.157033342442986612e+00,1.278545704985191600e+00,-5.169517197593870295e-03,-7.140262917495476813e-04,-1.278393295857810807e+00,-1.974084197505802940e-02,2.458104221747197770e-04,3.285738012346289122e-02,-2.009548395718907879e-02
